TicketID,DateReceived,Resolution Time,ResponseTime(In Hrs),SLAStatus,IssueCategory,ReceivedTimeOfDay,AssignedAgent,Escalated,UserSatisfaction,Status
3183,03-04-2024,13-04-2024,5,Yes,Software,Afternoon,Agent5,Yes,1,Pending
3184,15-05-2024,29-05-2024,1,Yes,Hardware,Afternoon,Agent7,Yes,5,Pending
3185,28-07-2024,08-08-2024,5,No,Software,Evening,Agent6,Yes,3,Closed
3186,12-02-2024,17-02-2024,3,Yes,Hardware,Evening,Agent10,No,2,Pending
3187,10-08-2024,21-08-2024,2,Yes,Network,Night,Agent20,Yes,5,Open
3188,25-03-2024,07-04-2024,5,No,Account,Afternoon,Agent9,Yes,1,Pending
3189,11-02-2024,20-02-2024,1,Yes,Account,Morning,Agent6,No,2,Closed
3190,03-06-2024,11-06-2024,4,No,Hardware,Night,Agent3,No,4,Open
3191,07-03-2024,17-03-2024,4,No,Account,Afternoon,Agent15,Yes,1,Open
3192,07-08-2024,17-08-2024,1,No,Network,Morning,Agent19,Yes,2,Open
3193,14-01-2024,19-01-2024,3,No,Network,Afternoon,Agent5,Yes,1,Pending
3194,26-02-2024,05-03-2024,5,No,Software,Night,Agent2,No,5,Pending
3195,15-02-2024,20-02-2024,5,Yes,Account,Night,Agent3,No,5,Open
3196,06-01-2024,13-01-2024,4,No,Account,Night,Agent9,Yes,3,Open
3197,17-06-2024,29-06-2024,1,Yes,Hardware,Evening,Agent5,Yes,1,Pending
3198,05-04-2024,14-04-2024,1,No,Network,Evening,Agent9,Yes,2,Pending
3199,12-01-2024,25-01-2024,1,Yes,Account,Evening,Agent13,No,3,Pending
3200,06-09-2024,17-09-2024,5,Yes,Account,Evening,Agent12,Yes,2,Closed
3201,14-10-2024,19-10-2024,3,No,Hardware,Morning,Agent3,Yes,5,Open
3202,28-11-2024,11-12-2024,5,No,Software,Morning,Agent3,Yes,3,Pending
3203,06-10-2024,14-10-2024,2,Yes,Software,Evening,Agent18,Yes,5,Pending
3204,05-08-2024,13-08-2024,3,No,Software,Morning,Agent5,No,5,Closed
3205,21-11-2024,04-12-2024,3,Yes,Hardware,Night,Agent9,No,1,Open
3206,19-02-2024,24-02-2024,2,Yes,Hardware,Afternoon,Agent20,No,2,Closed
3207,12-02-2024,22-02-2024,3,No,Hardware,Evening,Agent1,No,5,Open
3208,09-04-2024,20-04-2024,2,Yes,Software,Morning,Agent19,Yes,5,Pending
3209,20-09-2024,29-09-2024,4,No,Account,Afternoon,Agent16,Yes,2,Open
3210,06-03-2024,16-03-2024,2,Yes,Network,Afternoon,Agent8,Yes,1,Pending
3211,16-02-2024,01-03-2024,2,Yes,Network,Night,Agent17,Yes,3,Open
3212,09-07-2024,18-07-2024,5,No,Network,Night,Agent17,Yes,3,Open
3213,03-09-2024,09-09-2024,1,Yes,Account,Morning,Agent11,Yes,4,Open
3214,24-05-2024,29-05-2024,5,No,Hardware,Evening,Agent10,Yes,2,Open
3215,11-09-2024,16-09-2024,5,No,Hardware,Evening,Agent20,Yes,4,Pending
3216,03-06-2024,17-06-2024,3,Yes,Account,Evening,Agent19,Yes,3,Closed
3217,17-10-2024,23-10-2024,2,Yes,Network,Afternoon,Agent11,Yes,5,Open
3218,30-03-2024,09-04-2024,2,Yes,Hardware,Evening,Agent3,No,5,Open
3219,02-05-2024,16-05-2024,1,Yes,Software,Night,Agent20,Yes,5,Open
3220,28-07-2024,04-08-2024,3,No,Account,Morning,Agent19,No,3,Closed
3221,06-01-2024,19-01-2024,3,Yes,Network,Night,Agent16,No,1,Open
3222,11-10-2024,23-10-2024,2,Yes,Hardware,Afternoon,Agent17,No,4,Open
3223,10-06-2024,19-06-2024,2,Yes,Software,Night,Agent15,Yes,4,Pending
3224,10-01-2024,15-01-2024,5,Yes,Network,Afternoon,Agent1,No,2,Pending
3225,28-04-2024,06-05-2024,4,No,Hardware,Night,Agent7,No,5,Closed
3226,02-12-2024,15-12-2024,5,Yes,Hardware,Morning,Agent14,No,5,Closed
3227,21-05-2024,30-05-2024,5,Yes,Network,Afternoon,Agent14,No,3,Open
3228,07-09-2024,19-09-2024,2,No,Account,Night,Agent13,Yes,4,Pending
3229,01-08-2024,13-08-2024,2,Yes,Network,Evening,Agent1,No,3,Closed
3230,05-07-2024,20-07-2024,1,Yes,Hardware,Evening,Agent13,No,1,Pending
3231,15-07-2024,23-07-2024,5,Yes,Network,Evening,Agent18,Yes,3,Open
3232,16-06-2024,24-06-2024,2,Yes,Software,Afternoon,Agent9,No,5,Open
3233,21-05-2024,27-05-2024,3,No,Hardware,Afternoon,Agent4,No,5,Closed
3234,11-11-2024,25-11-2024,5,No,Network,Morning,Agent12,Yes,2,Closed
3235,23-02-2024,27-02-2024,3,No,Account,Night,Agent16,No,2,Pending
3236,17-09-2024,29-09-2024,1,No,Network,Evening,Agent13,Yes,4,Closed
3237,09-02-2024,16-02-2024,4,Yes,Network,Morning,Agent11,No,4,Closed
3238,04-01-2024,19-01-2024,2,Yes,Account,Night,Agent7,Yes,3,Pending
3239,20-08-2024,02-09-2024,5,Yes,Network,Morning,Agent18,Yes,5,Closed
3240,31-08-2024,14-09-2024,2,No,Account,Evening,Agent9,Yes,2,Open
3241,25-10-2024,09-11-2024,4,Yes,Software,Evening,Agent12,No,1,Open
3242,02-05-2024,14-05-2024,2,Yes,Network,Night,Agent13,No,4,Open
3243,17-03-2024,22-03-2024,2,No,Account,Night,Agent20,Yes,3,Closed
3244,10-08-2024,24-08-2024,5,No,Hardware,Evening,Agent10,No,2,Pending
3245,19-01-2024,03-02-2024,3,No,Hardware,Evening,Agent3,No,5,Closed
3246,27-12-2024,03-01-2025,1,No,Account,Afternoon,Agent19,No,2,Open
3247,23-05-2024,31-05-2024,1,Yes,Hardware,Afternoon,Agent6,Yes,2,Open
3248,02-03-2024,15-03-2024,2,No,Software,Night,Agent15,No,3,Open
3249,08-07-2024,13-07-2024,3,No,Account,Morning,Agent12,Yes,1,Closed
3250,19-03-2024,25-03-2024,5,Yes,Hardware,Morning,Agent2,No,1,Pending
3251,16-11-2024,22-11-2024,3,Yes,Hardware,Morning,Agent6,No,3,Closed
3252,13-04-2024,24-04-2024,3,Yes,Account,Evening,Agent17,Yes,2,Pending
3253,21-06-2024,30-06-2024,1,No,Software,Afternoon,Agent14,No,5,Pending
3254,21-03-2024,31-03-2024,2,Yes,Account,Afternoon,Agent14,No,2,Pending
3255,14-09-2024,25-09-2024,1,Yes,Network,Evening,Agent17,Yes,3,Pending
3256,22-02-2024,08-03-2024,5,Yes,Account,Morning,Agent6,No,1,Pending
3257,25-10-2024,30-10-2024,5,Yes,Network,Night,Agent7,No,3,Closed
3258,30-10-2024,12-11-2024,4,No,Network,Night,Agent17,Yes,4,Open
3259,17-01-2024,25-01-2024,2,Yes,Network,Night,Agent7,Yes,3,Closed
3260,10-11-2024,18-11-2024,4,Yes,Hardware,Evening,Agent5,Yes,3,Open
3261,20-05-2024,27-05-2024,4,Yes,Account,Evening,Agent11,Yes,1,Open
3262,11-11-2024,17-11-2024,3,No,Hardware,Evening,Agent4,Yes,4,Pending
3263,24-05-2024,29-05-2024,4,No,Software,Morning,Agent19,No,1,Pending
3264,24-09-2024,30-09-2024,3,No,Account,Afternoon,Agent11,Yes,2,Pending
3265,23-09-2024,29-09-2024,4,Yes,Hardware,Afternoon,Agent18,Yes,5,Closed
3266,24-08-2024,03-09-2024,3,No,Software,Morning,Agent5,No,4,Pending
3267,14-03-2024,26-03-2024,5,Yes,Software,Night,Agent8,Yes,3,Closed
3268,11-02-2024,23-02-2024,2,Yes,Software,Evening,Agent9,No,5,Open
3269,23-02-2024,03-03-2024,5,Yes,Account,Afternoon,Agent13,Yes,1,Open
3270,18-11-2024,01-12-2024,1,No,Account,Night,Agent10,No,1,Closed
3271,19-10-2024,29-10-2024,3,No,Network,Night,Agent10,No,1,Pending
3272,27-09-2024,11-10-2024,5,No,Network,Morning,Agent7,Yes,4,Open
3273,06-02-2024,17-02-2024,4,No,Hardware,Morning,Agent17,No,3,Open
3274,02-02-2024,16-02-2024,3,Yes,Network,Night,Agent9,Yes,5,Pending
3275,12-01-2024,23-01-2024,5,Yes,Network,Night,Agent2,No,3,Closed
3276,19-07-2024,26-07-2024,5,No,Account,Night,Agent8,No,1,Pending
3277,15-12-2024,19-12-2024,4,Yes,Account,Evening,Agent11,Yes,3,Open
3278,06-05-2024,16-05-2024,4,No,Account,Morning,Agent5,No,3,Pending
3279,03-03-2024,13-03-2024,5,Yes,Account,Afternoon,Agent7,Yes,2,Closed
3280,23-10-2024,02-11-2024,1,No,Software,Evening,Agent5,No,3,Pending
3281,13-12-2024,25-12-2024,2,No,Hardware,Evening,Agent11,Yes,2,Closed
3282,04-10-2024,18-10-2024,3,Yes,Network,Night,Agent6,No,2,Closed
3283,21-10-2024,01-11-2024,3,Yes,Network,Night,Agent3,No,1,Pending
3284,20-06-2024,30-06-2024,2,Yes,Hardware,Night,Agent15,Yes,2,Pending
3285,25-12-2024,06-01-2025,2,Yes,Software,Evening,Agent4,Yes,4,Closed
3286,29-10-2024,06-11-2024,1,No,Software,Morning,Agent10,Yes,5,Closed
3287,29-03-2024,03-04-2024,2,Yes,Hardware,Afternoon,Agent11,Yes,2,Closed
3288,23-03-2024,07-04-2024,1,No,Software,Night,Agent1,No,3,Open
3289,22-03-2024,26-03-2024,4,Yes,Hardware,Night,Agent1,Yes,5,Pending
3290,10-11-2024,22-11-2024,3,No,Account,Evening,Agent1,No,3,Closed
3291,07-05-2024,19-05-2024,3,Yes,Network,Night,Agent10,No,4,Pending
3292,13-11-2024,28-11-2024,5,No,Software,Afternoon,Agent7,No,2,Closed
3293,21-10-2024,04-11-2024,3,Yes,Network,Morning,Agent17,Yes,3,Pending
3294,13-02-2024,20-02-2024,1,Yes,Software,Afternoon,Agent14,No,4,Closed
3295,01-04-2024,13-04-2024,1,Yes,Hardware,Evening,Agent8,No,5,Closed
3296,28-06-2024,09-07-2024,4,No,Network,Afternoon,Agent1,No,4,Pending
3297,20-11-2024,30-11-2024,5,No,Software,Evening,Agent5,Yes,4,Pending
3298,24-06-2024,06-07-2024,5,No,Software,Evening,Agent15,Yes,5,Open
3299,17-02-2024,21-02-2024,2,No,Software,Evening,Agent15,Yes,5,Closed
3300,17-05-2024,25-05-2024,2,Yes,Software,Night,Agent6,Yes,1,Open
3301,02-03-2024,17-03-2024,5,Yes,Account,Morning,Agent12,No,5,Pending
3302,03-11-2024,10-11-2024,5,Yes,Account,Evening,Agent20,No,4,Open
3303,24-08-2024,01-09-2024,1,Yes,Account,Afternoon,Agent17,No,3,Pending
3304,08-09-2024,18-09-2024,3,Yes,Hardware,Morning,Agent9,No,4,Closed
3305,08-08-2024,14-08-2024,5,No,Hardware,Night,Agent19,Yes,4,Pending
3306,05-07-2024,19-07-2024,4,No,Account,Night,Agent3,Yes,2,Closed
3307,03-09-2024,14-09-2024,2,Yes,Network,Afternoon,Agent1,No,3,Pending
3308,18-12-2024,23-12-2024,4,No,Hardware,Afternoon,Agent20,Yes,2,Pending
3309,29-01-2024,11-02-2024,5,No,Software,Evening,Agent5,Yes,2,Pending
3310,26-10-2024,31-10-2024,1,Yes,Account,Night,Agent18,No,4,Open
3311,17-04-2024,28-04-2024,3,No,Network,Morning,Agent11,Yes,5,Open
3312,27-06-2024,12-07-2024,1,Yes,Network,Night,Agent16,Yes,5,Closed
3313,22-09-2024,26-09-2024,3,Yes,Account,Evening,Agent14,No,1,Pending
3314,07-04-2024,19-04-2024,5,No,Hardware,Morning,Agent13,Yes,4,Open
3315,07-12-2024,19-12-2024,1,No,Network,Morning,Agent17,No,5,Closed
3316,09-12-2024,15-12-2024,5,No,Software,Night,Agent2,No,3,Closed
3317,29-12-2024,11-01-2025,3,No,Software,Morning,Agent7,Yes,4,Closed
3318,28-01-2024,02-02-2024,1,No,Hardware,Morning,Agent12,Yes,5,Closed
3319,20-12-2024,04-01-2025,3,Yes,Network,Afternoon,Agent10,No,3,Open
3320,18-06-2024,26-06-2024,2,No,Hardware,Morning,Agent15,No,5,Open
3321,27-11-2024,11-12-2024,4,Yes,Account,Evening,Agent13,No,3,Pending
3322,21-09-2024,28-09-2024,4,No,Software,Morning,Agent4,No,3,Open
3323,08-09-2024,14-09-2024,1,No,Software,Morning,Agent19,No,3,Pending
3324,21-02-2024,07-03-2024,3,No,Account,Night,Agent20,Yes,3,Open
3325,13-04-2024,20-04-2024,1,No,Hardware,Afternoon,Agent5,Yes,3,Pending
3326,24-08-2024,31-08-2024,1,Yes,Hardware,Morning,Agent8,Yes,3,Pending
3327,06-01-2024,14-01-2024,3,No,Hardware,Evening,Agent2,No,2,Closed
3328,18-02-2024,27-02-2024,2,No,Account,Morning,Agent3,No,3,Open
3329,29-06-2024,08-07-2024,3,No,Network,Morning,Agent3,No,4,Pending
3330,15-09-2024,30-09-2024,5,No,Software,Evening,Agent8,No,3,Pending
3331,13-04-2024,22-04-2024,5,No,Software,Morning,Agent16,Yes,4,Closed
3332,10-11-2024,18-11-2024,5,Yes,Hardware,Morning,Agent15,No,3,Pending
3333,23-01-2024,07-02-2024,5,Yes,Software,Afternoon,Agent16,Yes,5,Open
3334,06-06-2024,11-06-2024,4,Yes,Network,Afternoon,Agent11,No,1,Pending
3335,27-11-2024,01-12-2024,5,Yes,Account,Afternoon,Agent18,Yes,3,Open
3336,21-09-2024,06-10-2024,1,Yes,Network,Night,Agent10,No,5,Open
3337,29-06-2024,03-07-2024,3,Yes,Account,Evening,Agent17,No,3,Closed
3338,13-08-2024,28-08-2024,2,Yes,Network,Evening,Agent5,Yes,5,Closed
3339,04-02-2024,08-02-2024,5,No,Network,Afternoon,Agent16,Yes,2,Closed
3340,29-12-2024,03-01-2025,5,No,Network,Evening,Agent11,No,1,Closed
3341,05-05-2024,12-05-2024,5,Yes,Account,Evening,Agent8,No,4,Open
3342,27-05-2024,09-06-2024,5,Yes,Account,Night,Agent15,Yes,4,Pending
3343,15-02-2024,29-02-2024,2,Yes,Software,Morning,Agent8,Yes,5,Closed
3344,26-06-2024,06-07-2024,1,No,Network,Morning,Agent17,Yes,2,Open
3345,15-02-2024,23-02-2024,5,No,Network,Evening,Agent1,No,4,Open
3346,25-02-2024,08-03-2024,4,Yes,Hardware,Evening,Agent16,No,3,Closed
3347,29-08-2024,07-09-2024,5,No,Software,Night,Agent20,No,2,Pending
3348,29-03-2024,11-04-2024,1,No,Hardware,Night,Agent16,No,3,Open
3349,23-02-2024,07-03-2024,5,No,Hardware,Afternoon,Agent1,Yes,1,Open
3350,18-05-2024,25-05-2024,3,No,Hardware,Evening,Agent1,No,5,Closed
3351,14-11-2024,29-11-2024,2,Yes,Hardware,Morning,Agent8,No,4,Open
3352,09-08-2024,17-08-2024,4,Yes,Network,Morning,Agent18,Yes,3,Closed
3353,16-11-2024,21-11-2024,5,Yes,Network,Morning,Agent7,No,4,Open
3354,27-09-2024,07-10-2024,3,No,Account,Evening,Agent20,No,4,Pending
3355,13-08-2024,27-08-2024,1,No,Account,Afternoon,Agent14,Yes,3,Closed
3356,05-10-2024,11-10-2024,1,No,Network,Night,Agent9,Yes,2,Pending
3357,22-11-2024,02-12-2024,1,No,Account,Morning,Agent8,No,2,Closed
3358,09-04-2024,16-04-2024,1,No,Account,Night,Agent9,No,4,Closed
3359,30-11-2024,05-12-2024,2,No,Software,Evening,Agent20,Yes,5,Open
3360,19-11-2024,25-11-2024,4,No,Software,Afternoon,Agent17,Yes,3,Open
3361,03-04-2024,09-04-2024,5,No,Hardware,Morning,Agent12,Yes,3,Closed
3362,03-04-2024,18-04-2024,3,No,Network,Afternoon,Agent1,Yes,4,Pending
3363,17-05-2024,01-06-2024,5,Yes,Account,Night,Agent11,No,2,Open
3364,25-08-2024,01-09-2024,1,No,Account,Morning,Agent14,Yes,3,Pending
3365,24-10-2024,03-11-2024,2,No,Network,Evening,Agent4,No,3,Closed
3366,19-12-2024,27-12-2024,3,Yes,Hardware,Morning,Agent3,Yes,1,Pending
3367,24-01-2024,08-02-2024,4,No,Software,Morning,Agent7,No,1,Closed
3368,12-03-2024,23-03-2024,4,Yes,Software,Morning,Agent8,Yes,4,Pending
3369,01-06-2024,10-06-2024,4,No,Hardware,Morning,Agent17,Yes,2,Closed
3370,19-02-2024,05-03-2024,5,No,Network,Night,Agent4,Yes,2,Closed
3371,12-12-2024,21-12-2024,5,No,Account,Afternoon,Agent10,Yes,3,Pending
3372,07-03-2024,18-03-2024,1,No,Account,Night,Agent14,No,5,Open
3373,24-04-2024,04-05-2024,1,No,Account,Morning,Agent7,Yes,3,Closed
3374,29-11-2024,06-12-2024,5,No,Account,Afternoon,Agent8,No,4,Open
3375,26-06-2024,10-07-2024,2,No,Network,Morning,Agent17,No,4,Closed
3376,20-11-2024,04-12-2024,4,No,Network,Night,Agent9,No,2,Closed
3377,17-12-2024,21-12-2024,5,Yes,Software,Afternoon,Agent17,Yes,5,Closed
3378,13-05-2024,27-05-2024,4,Yes,Network,Evening,Agent20,Yes,1,Open
3379,02-11-2024,08-11-2024,5,Yes,Software,Afternoon,Agent16,Yes,5,Pending
3380,15-01-2024,26-01-2024,5,No,Account,Morning,Agent20,No,4,Open
3381,21-01-2024,30-01-2024,3,No,Network,Evening,Agent17,Yes,1,Pending
3382,18-01-2024,25-01-2024,2,Yes,Software,Morning,Agent1,No,1,Open
3383,31-08-2024,05-09-2024,2,Yes,Software,Afternoon,Agent11,Yes,5,Open
3384,04-02-2024,13-02-2024,4,Yes,Software,Evening,Agent19,Yes,5,Pending
3385,19-11-2024,03-12-2024,2,No,Software,Morning,Agent18,Yes,1,Open
3386,22-09-2024,27-09-2024,1,Yes,Network,Evening,Agent11,No,5,Pending
3387,01-10-2024,07-10-2024,3,No,Software,Afternoon,Agent1,Yes,4,Pending
3388,12-02-2024,26-02-2024,4,No,Software,Evening,Agent6,Yes,1,Open
3389,30-06-2024,08-07-2024,3,No,Network,Evening,Agent18,Yes,4,Closed
3390,05-01-2024,18-01-2024,5,Yes,Hardware,Evening,Agent13,Yes,3,Pending
3391,18-11-2024,26-11-2024,1,Yes,Account,Night,Agent15,Yes,3,Pending
3392,02-02-2024,17-02-2024,3,No,Network,Evening,Agent6,Yes,4,Closed
3393,06-03-2024,11-03-2024,5,No,Account,Afternoon,Agent12,No,3,Open
3394,18-03-2024,29-03-2024,5,Yes,Hardware,Morning,Agent14,No,5,Closed
3395,29-07-2024,10-08-2024,5,No,Account,Night,Agent9,Yes,1,Open
3396,16-04-2024,20-04-2024,1,Yes,Software,Evening,Agent11,No,3,Closed
3397,08-03-2024,15-03-2024,2,Yes,Hardware,Night,Agent15,Yes,3,Pending
3398,26-04-2024,30-04-2024,2,Yes,Hardware,Morning,Agent1,No,2,Pending
3399,01-10-2024,09-10-2024,2,Yes,Account,Evening,Agent8,Yes,4,Open
3400,22-03-2024,31-03-2024,4,No,Software,Night,Agent14,Yes,3,Open
3401,20-08-2024,01-09-2024,1,No,Network,Morning,Agent9,No,1,Open
3402,09-04-2024,15-04-2024,4,Yes,Software,Afternoon,Agent16,No,4,Closed
3403,11-02-2024,17-02-2024,1,No,Network,Morning,Agent18,No,4,Pending
3404,08-09-2024,18-09-2024,1,Yes,Account,Night,Agent9,Yes,5,Open
3405,09-01-2024,13-01-2024,4,Yes,Account,Night,Agent14,No,5,Open
3406,23-10-2024,04-11-2024,5,No,Account,Afternoon,Agent14,Yes,4,Open
3407,10-04-2024,23-04-2024,4,Yes,Hardware,Afternoon,Agent15,No,3,Closed
3408,19-09-2024,24-09-2024,5,Yes,Account,Morning,Agent10,No,2,Pending
3409,12-05-2024,19-05-2024,5,No,Account,Morning,Agent8,No,3,Open
3410,15-04-2024,27-04-2024,5,No,Account,Night,Agent16,Yes,2,Open
3411,02-03-2024,12-03-2024,5,No,Hardware,Afternoon,Agent5,No,4,Closed
3412,23-02-2024,27-02-2024,4,No,Software,Afternoon,Agent7,No,3,Open
3413,02-01-2024,14-01-2024,3,Yes,Hardware,Afternoon,Agent13,No,4,Closed
3414,29-01-2024,06-02-2024,3,No,Software,Night,Agent5,No,3,Pending
3415,12-09-2024,23-09-2024,1,Yes,Software,Morning,Agent18,Yes,3,Pending
3416,09-12-2024,14-12-2024,3,No,Account,Night,Agent17,Yes,5,Open
3417,03-06-2024,12-06-2024,1,No,Network,Morning,Agent6,Yes,3,Open
3418,26-05-2024,03-06-2024,3,Yes,Network,Afternoon,Agent18,Yes,3,Closed
3419,11-03-2024,23-03-2024,3,No,Hardware,Night,Agent20,Yes,1,Pending
3420,28-07-2024,02-08-2024,1,No,Account,Afternoon,Agent13,No,4,Open
3421,24-05-2024,30-05-2024,5,Yes,Account,Morning,Agent4,No,2,Pending
3422,15-01-2024,30-01-2024,1,No,Account,Evening,Agent16,Yes,2,Open
3423,31-10-2024,09-11-2024,2,No,Network,Afternoon,Agent19,Yes,5,Closed
3424,11-09-2024,19-09-2024,2,No,Network,Evening,Agent12,Yes,5,Open
3425,25-09-2024,07-10-2024,3,Yes,Network,Night,Agent11,No,4,Pending
3426,24-07-2024,04-08-2024,3,No,Software,Evening,Agent14,No,2,Closed
3427,26-02-2024,10-03-2024,5,Yes,Hardware,Evening,Agent18,Yes,1,Open
3428,03-10-2024,08-10-2024,1,No,Software,Morning,Agent1,Yes,2,Open
3429,17-10-2024,31-10-2024,1,No,Software,Afternoon,Agent16,Yes,4,Closed
3430,04-03-2024,13-03-2024,3,No,Account,Afternoon,Agent2,Yes,4,Closed
3431,07-04-2024,13-04-2024,2,Yes,Hardware,Morning,Agent2,Yes,4,Open
3432,09-11-2024,19-11-2024,1,Yes,Network,Night,Agent5,No,4,Open
3433,13-07-2024,20-07-2024,1,Yes,Hardware,Morning,Agent1,No,2,Open
3434,27-06-2024,03-07-2024,5,No,Hardware,Night,Agent14,No,4,Closed
3435,30-05-2024,10-06-2024,3,No,Software,Evening,Agent20,Yes,2,Open
3436,27-12-2024,10-01-2025,1,No,Hardware,Evening,Agent13,No,4,Open
3437,07-01-2024,18-01-2024,4,Yes,Software,Morning,Agent11,No,5,Closed
3438,10-10-2024,21-10-2024,1,No,Network,Morning,Agent10,Yes,3,Pending
3439,26-11-2024,06-12-2024,5,Yes,Network,Evening,Agent8,No,3,Open
3440,18-04-2024,22-04-2024,4,Yes,Hardware,Evening,Agent11,Yes,1,Open
3441,12-01-2024,20-01-2024,4,Yes,Network,Evening,Agent19,No,4,Closed
3442,25-01-2024,03-02-2024,5,Yes,Account,Morning,Agent13,Yes,3,Open
3443,16-03-2024,30-03-2024,5,No,Hardware,Morning,Agent6,No,3,Open
3444,22-11-2024,06-12-2024,2,Yes,Network,Night,Agent1,Yes,5,Closed
3445,03-10-2024,09-10-2024,5,Yes,Software,Evening,Agent5,No,3,Pending
3446,20-04-2024,05-05-2024,5,No,Hardware,Morning,Agent7,No,4,Pending
3447,30-01-2024,05-02-2024,5,Yes,Software,Night,Agent20,No,5,Closed
3448,13-04-2024,28-04-2024,3,Yes,Account,Evening,Agent11,No,5,Open
3449,06-03-2024,13-03-2024,5,Yes,Hardware,Morning,Agent10,No,3,Pending
3450,17-12-2024,26-12-2024,3,Yes,Software,Afternoon,Agent11,No,5,Pending
3451,04-12-2024,17-12-2024,4,Yes,Hardware,Morning,Agent14,Yes,1,Pending
3452,23-03-2024,07-04-2024,4,Yes,Hardware,Night,Agent15,Yes,1,Open
3453,20-04-2024,28-04-2024,1,No,Network,Afternoon,Agent14,No,4,Open
3454,14-01-2024,19-01-2024,4,No,Network,Night,Agent15,Yes,2,Closed
3455,30-08-2024,08-09-2024,4,Yes,Account,Night,Agent2,Yes,3,Closed
3456,24-10-2024,06-11-2024,2,No,Network,Night,Agent15,Yes,5,Pending
3457,06-03-2024,20-03-2024,4,No,Software,Morning,Agent1,Yes,3,Pending
3458,19-01-2024,30-01-2024,5,No,Network,Night,Agent9,No,3,Pending
3459,13-01-2024,17-01-2024,3,Yes,Hardware,Morning,Agent9,No,1,Pending
3460,30-09-2024,15-10-2024,1,Yes,Hardware,Night,Agent12,Yes,3,Pending
3461,01-10-2024,08-10-2024,1,No,Network,Morning,Agent19,No,3,Closed
3462,09-02-2024,18-02-2024,1,No,Account,Evening,Agent5,Yes,3,Closed
3463,20-09-2024,02-10-2024,1,No,Account,Evening,Agent6,No,3,Closed
3464,11-10-2024,17-10-2024,1,Yes,Network,Afternoon,Agent8,No,3,Open
3465,03-10-2024,09-10-2024,3,No,Hardware,Morning,Agent3,Yes,1,Closed
3466,04-09-2024,12-09-2024,2,Yes,Software,Morning,Agent16,No,4,Open
3467,08-12-2024,22-12-2024,2,Yes,Hardware,Afternoon,Agent9,Yes,1,Pending
3468,12-10-2024,16-10-2024,4,No,Network,Afternoon,Agent12,No,3,Closed
3469,29-12-2024,13-01-2025,4,Yes,Network,Night,Agent3,Yes,3,Closed
3470,30-06-2024,10-07-2024,5,No,Network,Afternoon,Agent5,No,2,Open
3471,26-06-2024,07-07-2024,1,No,Network,Night,Agent1,Yes,5,Closed
3472,29-11-2024,06-12-2024,4,No,Account,Night,Agent18,No,4,Pending
3473,19-04-2024,29-04-2024,4,Yes,Network,Evening,Agent12,No,3,Closed
3474,29-04-2024,12-05-2024,4,No,Network,Morning,Agent10,Yes,1,Open
3475,26-08-2024,10-09-2024,3,Yes,Network,Night,Agent6,No,4,Closed
3476,19-09-2024,29-09-2024,3,Yes,Account,Night,Agent3,No,3,Pending
3477,19-11-2024,03-12-2024,5,Yes,Software,Night,Agent12,Yes,1,Closed
3478,29-02-2024,11-03-2024,5,Yes,Software,Afternoon,Agent8,Yes,4,Closed
3479,22-08-2024,02-09-2024,5,Yes,Network,Evening,Agent3,No,3,Open
3480,30-12-2024,03-01-2025,1,Yes,Hardware,Night,Agent4,No,3,Pending
3481,26-01-2024,02-02-2024,5,No,Account,Afternoon,Agent11,No,2,Pending
3482,23-03-2024,04-04-2024,4,No,Software,Afternoon,Agent7,No,2,Closed
3483,25-12-2024,02-01-2025,2,Yes,Network,Evening,Agent13,No,1,Closed
3484,22-04-2024,26-04-2024,3,Yes,Hardware,Morning,Agent11,No,3,Closed
3485,20-11-2024,27-11-2024,5,Yes,Hardware,Night,Agent5,No,1,Closed
3486,19-03-2024,23-03-2024,4,No,Account,Morning,Agent12,No,5,Pending
3487,27-09-2024,05-10-2024,3,No,Software,Evening,Agent6,Yes,5,Open
3488,01-03-2024,13-03-2024,3,No,Network,Afternoon,Agent1,No,4,Open
3489,12-04-2024,21-04-2024,4,No,Software,Evening,Agent11,Yes,2,Open
3490,24-11-2024,08-12-2024,2,Yes,Account,Afternoon,Agent4,Yes,2,Closed
3491,16-07-2024,23-07-2024,3,Yes,Network,Night,Agent16,Yes,2,Open
3492,07-11-2024,16-11-2024,5,Yes,Network,Night,Agent8,Yes,3,Open
3493,01-07-2024,10-07-2024,2,Yes,Hardware,Evening,Agent1,Yes,1,Closed
3494,28-03-2024,08-04-2024,1,Yes,Software,Morning,Agent11,No,3,Closed
3495,29-10-2024,03-11-2024,2,Yes,Hardware,Night,Agent2,No,4,Pending
3496,24-05-2024,03-06-2024,4,Yes,Account,Night,Agent16,Yes,5,Closed
3497,11-02-2024,16-02-2024,1,Yes,Software,Morning,Agent6,Yes,1,Open
3498,23-04-2024,07-05-2024,2,Yes,Software,Afternoon,Agent16,Yes,5,Open
3499,01-05-2024,09-05-2024,1,Yes,Hardware,Morning,Agent11,Yes,2,Pending
3500,24-06-2024,08-07-2024,3,Yes,Account,Night,Agent4,No,5,Closed
3501,13-04-2024,19-04-2024,1,Yes,Account,Evening,Agent16,No,5,Pending
3502,01-06-2024,15-06-2024,1,Yes,Network,Evening,Agent7,No,1,Open
3503,01-04-2024,06-04-2024,1,No,Software,Evening,Agent9,Yes,2,Open
